"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.4450", "32.8930", "19.5750", "44.9770",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:54.8097", "47.7072", "20.1027", "46.9998"
Best possible,,, "01:37.3800", "32.8280", "19.5750", "44.9770"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Mateusz Wasik"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:20.2280", "133.3050", "20.1240", "46.7990",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.2100", "33.0500", "19.9350", "46.2250",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.2690", "33.0470", "20.0880", "46.1340",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.8220", "33.2530", "20.1100", "45.4590",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.6870", "33.1770", "20.0790", "45.4310",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.0060", "33.4240", "20.0560", "46.5260",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.7760", "33.0490", "19.9710", "45.7560",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.1180", "33.1160", "19.9080", "46.0940",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "02:47.6080", "92.2240", "19.8220", "55.5620",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "05:52.1350", "286.0070", "20.0840", "46.0440",  "F:ST - R:ST",     "4  (0s e.t. <>  0s gain) ",  
Average,,,"02:21.3859", "74.3652", "20.0177", "47.0030"
Best possible,,, "01:38.3000", "33.0470", "19.8220", "45.4310"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:28.1540", "81.8510", "20.2100", "46.0930",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.1100", "36.8130", "21.5100", "45.7870",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.3470", "33.5170", "20.1470", "45.6830",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.6410", "33.2930", "20.0660", "47.2820",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.0520", "33.6780", "20.4070", "50.9670",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "02:05.0780", "33.4990", "19.5340", "72.0450",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.7490", "33.1590", "19.6600", "46.9300",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.6410", "34.0850", "20.1340", "46.4220",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "04:23.7710", "196.0460", "20.3720", "47.3530",  "F:ST - R:ST",     "0 ",  
Average,,,"02:07.3937", "57.3268", "20.2267", "49.8402"
Best possible,,, "01:38.3760", "33.1590", "19.5340", "45.6830"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "06:17.6910", "311.4140", "19.9620", "46.3150",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.5930", "32.6510", "19.9620", "46.9800",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:44.2120", "96.5860", "20.1740", "47.4520",  "F:ST - R:ST",     "0 ",  
Average,,,"03:33.8321", "146.8837", "20.0327", "46.9157"
Best possible,,, "01:38.9280", "32.6510", "19.9620", "46.3150"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "06:02.2640", "294.6430", "20.3890", "47.2320",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.4880", "33.3520", "20.2500", "46.8860",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.4760", "33.4080", "20.2940", "46.7740",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.9100", "39.4730", "20.9120", "47.5250",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.7970", "38.2050", "19.7230", "45.8690",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.6070", "33.1560", "20.2310", "46.2200",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "06:55.4900", "238.7040", "20.8070", "155.9790",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:49.7170", "37.4060", "21.3580", "50.9530",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
Average,,,"02:54.9687", "93.5434", "20.4955", "60.9298"
Best possible,,, "01:38.7480", "33.1560", "19.7230", "45.8690"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:57.4090", "108.8780", "21.5820", "46.9490",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.6980", "33.2790", "20.2940", "46.1250",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.6040", "33.2170", "20.1200", "48.2670",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.1020", "33.9020", "20.2060", "45.9940",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.7780", "33.5530", "20.6330", "46.5920",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.9190", "33.2040", "20.3580", "47.3570",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.5200", "33.0060", "20.2310", "46.2830",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.9080", "33.5480", "20.3770", "47.9830",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.1610", "33.4050", "20.1010", "47.6550",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "04:20.5370", "58.3080", "19.7000", "182.5290",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:57.3080", "39.0580", "21.1180", "57.1320",  "F:ST - R:ST",     "0 ",  
Average,,,"02:03.7221", "43.0325", "20.4291", "60.2605"
Best possible,,, "01:38.7000", "33.0060", "19.7000", "45.9940"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:15.1580", "66.9520", "20.1920", "48.0140",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.0470", "32.9880", "20.0060", "47.0530",  "F:ST - R:ST",     "0 ",  
Average,,,"01:57.6025", "49.9700", "20.0990", "47.5335"
Best possible,,, "01:40.0470", "32.9880", "20.0060", "47.0530"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:16.9450", "67.2940", "21.0110", "48.6400",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:58.2250", "35.1410", "31.4910", "51.5930",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.6980", "33.9360", "20.1770", "46.5850",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.4400", "34.1900", "20.6600", "53.5900",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "02:32.9020", "75.7670", "21.2090", "55.9260",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.8910", "34.4660", "21.1060", "49.3190",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "03:50.2500", "43.5810", "20.1690", "166.5000",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.5260", "38.2360", "20.9920", "49.2980",  "F:ST - R:ST",     "0 ",  
Average,,,"02:12.6097", "45.3264", "22.1019", "65.1814"
Best possible,,, "01:40.6900", "33.9360", "20.1690", "46.5850"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:40.1790", "90.9780", "20.9240", "48.2770",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.9120", "34.1680", "20.5920", "50.1520",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:08.7740", "61.1440", "20.4390", "47.1910",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.0700", "35.8490", "20.5930", "47.6280",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.2300", "34.5150", "20.5370", "48.1780",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.9680", "35.4820", "20.3620", "47.1240",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.2280", "34.8600", "20.4030", "47.9650",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.2440", "34.0710", "20.4830", "48.6900",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "04:03.3360", "34.9950", "20.3750", "187.9660",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:51.2400", "39.3930", "20.6190", "51.2280",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"02:06.5181", "43.5455", "20.5327", "62.4399"
Best possible,,, "01:41.5570", "34.0710", "20.3620", "47.1240"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:13.5790", "55.9360", "20.6500", "56.9930",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.4510", "34.9880", "20.3230", "48.1400",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.6870", "34.9360", "20.4530", "48.2980",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "04:25.2260", "194.8870", "20.3080", "50.0310",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "05:08.2080", "233.2200", "20.1770", "54.8110",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.6980", "35.1810", "20.4610", "48.0560",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:50.5330", "35.2250", "20.8360", "54.4720",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "03:36.7790", "145.1800", "22.2440", "49.3550",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
Average,,,"02:48.1451", "96.1941", "20.6815", "51.2695"
Best possible,,, "01:43.1690", "34.9360", "20.1770", "48.0560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Aitor Montero"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:36.3840", "148.4870", "20.7360", "47.1610",  "F:ST - R:ST",     "5  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.2670", "34.6580", "20.5480", "47.0610",  "F:ST - R:ST",     "4  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.1850", "35.2970", "20.3090", "47.5790",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.0160", "33.9790", "20.3360", "46.7010",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.7510", "34.9330", "20.6140", "48.2040",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.8160", "35.6520", "20.3760", "48.7880",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.2060", "34.8960", "20.6630", "47.6470",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "02:53.1680", "105.3720", "20.2590", "47.5370",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "04:05.0010", "61.2920", "20.5290", "163.1800",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:49.8090", "37.9750", "21.2450", "50.5890",  "F:ST - R:ST",     "0 ",  
Average,,,"02:16.2603", "56.2541", "20.5615", "59.4447"
Best possible,,, "01:40.9390", "33.9790", "20.2590", "46.7010"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jack Olivier"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Olilem"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Veit Kolbe"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Practice best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:36.7240", ""
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:37.3100", "0.586"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:37.4450", "0.721"
"novic", "vrc_formula_lithium_2023_csp", "01:37.6010", "0.877"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:37.7250", "1.001"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:37.7550", "1.031"
"Ks", "vrc_formula_lithium_2023_csp", "01:37.9300", "1.206"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:38.1130", "1.389"
"cndelta", "vrc_formula_lithium_2023_csp", "01:38.2260", "1.502"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:38.3240", "1.6"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:38.3370", "1.613"
"novic", "vrc_formula_lithium_2023_csp", "01:38.6640", "1.94"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:38.6870", "1.963"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:38.7280", "2.004"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:38.7560", "2.032"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:38.7760", "2.052"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:38.7900", "2.066"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:38.8220", "2.098"
"novic", "vrc_formula_lithium_2023_csp", "01:38.8540", "2.13"
"novic", "vrc_formula_lithium_2023_csp", "01:38.8770", "2.153"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:36.7240", ""
"novic", "vrc_formula_lithium_2023_csp", "01:37.6010", "0.877"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:37.7250", "1.001"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:37.7550", "1.031"
"Ks", "vrc_formula_lithium_2023_csp", "01:37.9300", "1.206"
"cndelta", "vrc_formula_lithium_2023_csp", "01:38.2260", "1.502"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:38.7280", "2.004"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:38.7760", "2.052"
"Nick Chin", "vrc_formula_lithium_2023_csp", "01:39.3470", "2.623"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:39.5930", "2.869"
"Tareek", "vrc_formula_lithium_2023_csp", "01:39.6070", "2.883"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:39.6980", "2.974"
"bright", "vrc_formula_lithium_2023_csp", "01:40.0470", "3.323"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "01:40.6980", "3.974"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "01:43.2280", "6.504"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:43.6870", "6.963"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "01:49.8090", "13.085"


Practice consistency
'======================
Driver, Vehicle, Consistency,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "99.95%  0.045",
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "99.47%  0.5277",
"novic", "vrc_formula_lithium_2023_csp", "98.71%  1.258",
"Ks", "vrc_formula_lithium_2023_csp", "98.27%  1.6975",
"Nahteyue", "vrc_formula_lithium_2023_csp", "96.90%  3.028",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "95.20%  4.6437",
"Shane Ross", "vrc_formula_lithium_2023_csp", "90.43%  9.5365",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "-",
"cndelta", "vrc_formula_lithium_2023_csp", "-",
"Nick Chin", "vrc_formula_lithium_2023_csp", "-",
"Darkzi", "vrc_formula_lithium_2023_csp", "-",
"Tareek", "vrc_formula_lithium_2023_csp", "-",
"bright", "vrc_formula_lithium_2023_csp", "-",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "-",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "-",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "-",
"Aitor Montero", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Alexander Sze", "vrc_formula_lithium_2023_csp", "-",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "-",
"Jack Olivier", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Olilem", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Veit Kolbe", "vrc_formula_lithium_2023_csp", "-",
"Diego Domingo", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Practice sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "32.3690", "-"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "32.6140", "0.2450"
"Darkzi", "vrc_formula_lithium_2023_csp", "32.6510", "0.2820"
"novic", "vrc_formula_lithium_2023_csp", "32.7700", "0.4010"
"Nahteyue", "vrc_formula_lithium_2023_csp", "32.8190", "0.4500"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "32.8280", "0.4590"
"cndelta", "vrc_formula_lithium_2023_csp", "32.8310", "0.4620"
"bright", "vrc_formula_lithium_2023_csp", "32.9880", "0.6190"
"Shane Ross", "vrc_formula_lithium_2023_csp", "33.0060", "0.6370"
